scenario_id,generator,condition,direction,output_len,kc_graph_score,n_nodes,n_edges,mean_degree,kc_gzip_score,kc_graph_mdl,kc_struct_entropy
dd_37725,gpt-5.4-nano,standard_cot,-1,2969,36.0435,23,12,1.0435,1524,0.718206,2.484907
dd_37725,gpt-5.4-nano,standard_cot_verbose,-1,2453,40.0,26,13,1.0,1263,0.76035,2.564949
dd_3811,gpt-5.4-nano,baseline_io,0,1924,36.0435,23,12,1.0435,1021,0.759387,2.484907
dd_3811,gpt-5.4-nano,narrative_cot,1,13713,51.125,32,18,1.125,5709,0.676132,2.582306
dd_38395,gpt-5.4-nano,baseline_io,0,1232,23.1429,14,8,1.1429,701,0.689214,2.079442
dd_3811,gpt-5.4-nano,standard_cot,-1,2808,45.0345,29,15,1.0345,1438,0.777498,2.70805
dd_3811,gpt-5.4-nano,standard_cot_refusal_tuned,-1,2399,37.2727,22,14,1.2727,1266,0.750787,2.341994
dd_3811,gpt-5.4-nano,standard_cot_verbose,-1,2757,46.1034,29,16,1.1034,1392,0.786948,2.599302
dd_38395,gpt-5.4-nano,standard_cot_verbose,-1,1760,29.2941,17,11,1.2941,952,0.719232,2.271869
dd_38858,gpt-5.4-nano,baseline_io,0,1306,29.2941,17,11,1.2941,777,0.749117,2.271869
dd_38395,gpt-5.4-nano,standard_cot,-1,2412,32.1,20,11,1.1,1256,0.709936,2.271869
dd_38395,gpt-5.4-nano,narrative_cot,1,10655,36.3333,21,14,1.3333,4568,0.625315,2.143952
dd_38858,gpt-5.4-nano,narrative_cot,1,10610,47.0667,30,16,1.0667,4515,0.676099,2.685945
dd_38858,gpt-5.4-nano,standard_cot,-1,2695,28.0,18,9,1.0,1400,0.66422,2.197225
dd_38858,gpt-5.4-nano,standard_cot_refusal_tuned,-1,1984,31.0,20,10,1.0,1089,0.716732,2.302585
dd_38858,gpt-5.4-nano,standard_cot_verbose,-1,1933,30.0526,19,10,1.0526,1077,0.71275,2.302585
dd_39199,gpt-5.4-nano,baseline_io,0,2204,33.0476,21,11,1.0476,1181,0.724292,2.397895
dd_39199,gpt-5.4-nano,narrative_cot,1,12570,32.1,20,11,1.1,5175,0.585797,2.271869
dd_40622,gpt-5.4-nano,baseline_io,0,1056,22.0,14,7,1.0,611,0.687543,1.94591
dd_39199,gpt-5.4-nano,standard_cot_verbose,-1,1430,33.0476,21,11,1.0476,808,0.767389,2.271869
dd_39199,gpt-5.4-nano,standard_cot,-1,3491,45.0345,29,15,1.0345,1745,0.756756,2.70805
dd_40622,gpt-5.4-nano,standard_cot,-1,1430,31.0,20,10,1.0,790,0.749012,2.302585
dd_40622,gpt-5.4-nano,narrative_cot,1,8700,49.0,32,16,1.0,3982,0.697783,2.772589
dd_40622,gpt-5.4-nano,standard_cot_verbose,-1,2232,25.0,16,8,1.0,1170,0.652363,2.079442
dd_42086,gpt-5.4-nano,standard_cot,-1,2568,42.28,25,16,1.28,1337,0.775837,2.566599
dd_42086,gpt-5.4-nano,narrative_cot,1,10097,52.1875,32,19,1.1875,4380,0.70414,2.625048
dd_42086,gpt-5.4-nano,standard_cot_refusal_tuned,-1,2702,36.0435,23,12,1.0435,1402,0.726768,2.484907
dd_42086,gpt-5.4-nano,baseline_io,0,2449,46.2143,28,17,1.2143,1290,0.80187,2.751667
dd_42086,gpt-5.4-nano,standard_cot_verbose,-1,3011,42.1538,26,15,1.1538,1585,0.757572,2.338372
dd_42112,gpt-5.4-nano,narrative_cot,1,12419,52.1875,32,19,1.1875,5124,0.688681,2.506662
dd_42112,gpt-5.4-nano,standard_cot_refusal_tuned,-1,2480,36.1818,22,13,1.1818,1232,0.738772,2.138397
dd_42112,gpt-5.4-nano,standard_cot_verbose,-1,3916,42.037,27,14,1.037,1806,0.730109,2.540036
dd_42112,gpt-5.4-nano,standard_cot,-1,3121,51.2258,31,19,1.2258,1529,0.803043,2.698011
dd_42185,gpt-5.4-nano,baseline_io,0,2557,48.2414,29,18,1.2414,1318,0.808672,2.630253
dd_42185,gpt-5.4-nano,narrative_cot,1,12018,42.28,25,16,1.28,5264,0.648409,1.992798
dd_42185,gpt-5.4-nano,standard_cot,-1,3916,53.1515,33,19,1.1515,1943,0.788351,2.579625
dd_42468,gpt-5.4-nano,baseline_io,0,1558,34.0,22,11,1.0,892,0.764493,2.397895
dd_42468,gpt-5.4-nano,narrative_cot,1,11284,31.0,20,10,1.0,4931,0.583248,2.302585
dd_42185,gpt-5.4-nano,standard_cot_verbose,-1,3131,64.4054,37,26,1.4054,1602,0.861356,2.537769
dd_42112,gpt-5.4-nano,baseline_io,0,2026,38.2174,23,14,1.2174,1075,0.773032,2.341994
dd_42468,gpt-5.4-nano,standard_cot,-1,2408,45.2593,27,17,1.2593,1318,0.799101,2.751667
dd_42521,gpt-5.4-nano,standard_cot,-1,2481,31.0,20,10,1.0,1297,0.696244,2.302585
dd_42521,gpt-5.4-nano,narrative_cot,1,11584,38.0833,24,13,1.0833,5045,0.626017,2.351673
dd_42521,gpt-5.4-nano,baseline_io,0,1260,29.1111,18,10,1.1111,741,0.748262,2.302585
dd_42468,gpt-5.4-nano,standard_cot_verbose,-1,2803,39.1667,24,14,1.1667,1489,0.746577,2.304619
dd_42521,gpt-5.4-nano,standard_cot_verbose,-1,2827,44.1852,27,16,1.1852,1531,0.775785,2.360609
dd_42860,gpt-5.4-nano,baseline_io,0,1497,32.1,20,11,1.1,877,0.756225,2.098274
dd_43164,gpt-5.4-nano,baseline_io,0,1223,28.0,18,9,1.0,722,0.737991,2.197225
dd_42860,gpt-5.4-nano,narrative_cot,1,10327,39.3043,23,15,1.3043,4555,0.643827,1.986732
dd_42860,gpt-5.4-nano,standard_cot,-1,2740,37.1304,23,13,1.1304,1429,0.734848,2.138397
dd_42860,gpt-5.4-nano,standard_cot_verbose,-1,1991,53.3548,31,21,1.3548,1112,0.863087,2.648438
dd_43164,gpt-5.4-nano,standard_cot,-1,1968,35.0909,22,12,1.0909,1061,0.751514,2.253858
dd_43164,gpt-5.4-nano,standard_cot_refusal_tuned,-1,1598,26.125,16,9,1.125,880,0.696178,1.889159
dd_43621,gpt-5.4-nano,baseline_io,0,1559,22.2308,13,8,1.2308,899,0.657779,1.732868
dd_43164,gpt-5.4-nano,standard_cot_verbose,-1,1823,35.2381,21,13,1.2381,974,0.763119,2.204785
dd_43164,gpt-5.4-nano,narrative_cot,1,7906,41.0769,26,14,1.0769,3587,0.668919,2.441015
dd_43621,gpt-5.4-nano,standard_cot,-1,2564,39.3043,23,15,1.3043,1408,0.758071,2.70805
dd_43621,gpt-5.4-nano,narrative_cot,1,10225,43.2308,26,16,1.2308,4557,0.663842,2.306669
dd_4447,gpt-5.4-nano,baseline_io,0,2177,36.1818,22,13,1.1818,1167,0.751292,2.351673
dd_43621,gpt-5.4-nano,standard_cot_refusal_tuned,-1,1959,37.4286,21,15,1.4286,1079,0.773495,2.70805
dd_4447,gpt-5.4-nano,narrative_cot,1,8633,29.1111,18,10,1.1111,3953,0.589436,2.302585
dd_43621,gpt-5.4-nano,standard_cot_verbose,-1,3345,60.3714,35,24,1.3714,1719,0.838196,3.120292
dd_45919,gpt-5.4-nano,baseline_io,0,976,24.2857,14,9,1.2857,594,0.727815,1.676988
dd_4447,gpt-5.4-nano,standard_cot_verbose,-1,2846,43.1111,27,15,1.1111,1469,0.76751,2.615631
dd_45919,gpt-5.4-nano,standard_cot,-1,1594,27.0588,17,9,1.0588,932,0.704165,2.197225
dd_45919,gpt-5.4-nano,standard_cot_verbose,-1,1485,30.0526,19,10,1.0526,876,0.738464,2.163956
dd_46372,gpt-5.4-nano,baseline_io,0,1110,17.2,10,6,1.2,661,0.619392,1.56071
dd_45919,gpt-5.4-nano,narrative_cot,1,10165,44.0714,28,15,1.0714,4506,0.66544,2.70805
dd_4447,gpt-5.4-nano,standard_cot,-1,2885,62.2973,37,24,1.2973,1521,0.86054,2.925203
dd_47246,gpt-5.4-nano,baseline_io,0,598,17.2,10,6,1.2,407,0.679222,1.329661
dd_46372,gpt-5.4-nano,standard_cot,-1,1682,30.0526,19,10,1.0526,917,0.726089,2.163956
dd_47246,gpt-5.4-nano,standard_cot,-1,1219,24.0667,15,8,1.0667,732,0.699323,2.079442
dd_46372,gpt-5.4-nano,standard_cot_verbose,-1,1833,33.2,20,12,1.2,997,0.746511,2.094729
dd_46372,gpt-5.4-nano,narrative_cot,1,12568,37.1304,23,13,1.1304,5355,0.616285,2.204785
dd_47246,gpt-5.4-nano,narrative_cot,1,8376,39.04,25,13,1.04,3788,0.652828,2.458311
dd_47246,gpt-5.4-nano,standard_cot_verbose,-1,891,18.0909,11,6,1.0909,542,0.652217,1.56071
dd_4744,gpt-5.4-nano,baseline_io,0,2393,45.0345,29,15,1.0345,1249,0.793472,2.70805
dd_4744,gpt-5.4-nano,narrative_cot,1,10687,40.25,24,15,1.25,4629,0.645849,2.176186
dd_4744,gpt-5.4-nano,standard_cot_verbose,-1,1758,30.0526,19,10,1.0526,972,0.721797,2.163956
dd_4829,gpt-5.4-nano,baseline_io,0,2465,38.2174,23,14,1.2174,1289,0.753628,2.40364
dd_4744,gpt-5.4-nano,standard_cot,-1,2439,30.0526,19,10,1.0526,1238,0.691513,2.163956
dd_4829,gpt-5.4-nano,narrative_cot,1,10547,49.3103,29,19,1.3103,4638,0.690538,2.433699
dd_4829,gpt-5.4-nano,standard_cot,-1,3425,53.1515,33,19,1.1515,1730,0.801324,2.871476
dd_4829,gpt-5.4-nano,standard_cot_refusal_tuned,-1,3446,57.027,37,19,1.027,1720,0.814378,2.944439
dd_48722,gpt-5.4-nano,baseline_io,0,1311,46.0,30,15,1.0,740,0.864509,2.70805
dd_4829,gpt-5.4-nano,standard_cot_verbose,-1,3354,46.4615,26,19,1.4615,1712,0.774995,2.944439
dd_48722,gpt-5.4-nano,narrative_cot,1,11613,37.0,24,12,1.0,4961,0.617932,2.484907
dd_48722,gpt-5.4-nano,standard_cot,-1,2606,40.0,26,13,1.0,1282,0.754504,2.564949
dd_48898,gpt-5.4-nano,standard_cot_refusal_tuned,-1,2913,37.2727,22,14,1.2727,1600,0.732523,2.064258
dd_48898,gpt-5.4-nano,baseline_io,0,2269,55.1765,34,20,1.1765,1261,0.854072,2.787788
dd_48722,gpt-5.4-nano,standard_cot_verbose,-1,2296,43.0,28,14,1.0,1179,0.784993,2.639057
dd_48898,gpt-5.4-nano,narrative_cot,1,12784,44.44,25,18,1.44,5500,0.655935,2.289273
dd_48898,gpt-5.4-nano,standard_cot,-1,3332,52.1875,32,19,1.1875,1700,0.800362,2.360736
dd_49700,gpt-5.4-nano,baseline_io,0,1999,34.0,22,11,1.0,1082,0.739439,2.397895
dd_49700,gpt-5.4-nano,standard_cot,-1,2265,31.0,20,10,1.0,1200,0.70445,2.302585
dd_48898,gpt-5.4-nano,standard_cot_verbose,-1,2661,54.2121,33,20,1.2121,1443,0.833146,2.692311
dd_49700,gpt-5.4-nano,standard_cot_verbose,-1,1663,33.0476,21,11,1.0476,922,0.751782,2.397895
dd_49700,gpt-5.4-nano,narrative_cot,1,12220,45.2593,27,17,1.2593,5140,0.661209,2.037734
dd_5824,gpt-5.4-nano,baseline_io,0,1254,27.0588,17,9,1.0588,740,0.727826,2.043192
dd_5070,gpt-5.4-nano,standard_cot,-1,3929,55.0,36,18,1.0,1901,0.792055,2.890372
dd_5070,gpt-5.4-nano,narrative_cot,1,11244,51.0303,33,17,1.0303,4808,0.687924,2.833213
dd_5070,gpt-5.4-nano,standard_cot_verbose,-1,2323,31.0,20,10,1.0,1232,0.702153,2.302585
dd_5824,gpt-5.4-nano,narrative_cot,1,10421,46.1034,29,16,1.1034,4652,0.673868,2.685945
dd_5824,gpt-5.4-nano,standard_cot,-1,2349,48.0323,31,16,1.0323,1278,0.811493,2.772589
dd_6420,gpt-5.4-nano,baseline_io,0,1540,39.04,25,13,1.04,873,0.803407,2.564949
dd_5824,gpt-5.4-nano,standard_cot_verbose,-1,2036,47.1724,29,17,1.1724,1103,0.825748,2.833213
dd_6420,gpt-5.4-nano,narrative_cot,1,10615,49.3103,29,19,1.3103,4651,0.690059,2.451583
dd_5070,gpt-5.4-nano,baseline_io,0,2201,37.0,24,12,1.0,1164,0.751427,2.484907
dd_6420,gpt-5.4-nano,standard_cot,-1,2908,45.0345,29,15,1.0345,1531,0.774088,2.70805
dd_10361,grok-4-1-fast-reasoning,baseline_io,0,1187,35.0909,22,12,1.0909,722,0.805144,2.253858
dd_6420,gpt-5.4-nano,standard_cot_verbose,-1,3122,39.04,25,13,1.04,1626,0.73288,2.564949
dd_6420,gpt-5.4-nano,standard_cot_refusal_tuned,-1,2471,58.0811,37,20,1.0811,1332,0.855279,2.995732
dd_10361,grok-4-1-fast-reasoning,narrative_cot,1,4545,51.125,32,18,1.125,2211,0.764776,2.890372
dd_10361,grok-4-1-fast-reasoning,standard_cot,-1,5836,45.1429,28,16,1.1429,2859,0.715006,2.599302
dd_10450,grok-4-1-fast-reasoning,baseline_io,0,539,26.3333,15,10,1.3333,355,0.821812,1.834372
dd_10361,grok-4-1-fast-reasoning,standard_cot_verbose,-1,7591,43.1111,27,15,1.1111,3642,0.683256,2.615631
dd_1057,grok-4-1-fast-reasoning,baseline_io,0,250,11.3333,6,4,1.3333,201,0.643449,1.386294
dd_10450,grok-4-1-fast-reasoning,narrative_cot,1,4725,57.2,35,21,1.2,2198,0.788877,2.912494
dd_10450,grok-4-1-fast-reasoning,standard_cot,-1,3281,55.0,36,18,1.0,1759,0.809682,2.890372
dd_10450,grok-4-1-fast-reasoning,standard_cot_verbose,-1,7673,51.125,32,18,1.125,3706,0.720013,2.813355
dd_11553,grok-4-1-fast-reasoning,baseline_io,0,321,16.3333,9,6,1.3333,243,0.735727,1.56071
dd_1057,grok-4-1-fast-reasoning,standard_cot,-1,2092,45.2593,27,17,1.2593,1165,0.813797,2.363921
dd_1057,grok-4-1-fast-reasoning,narrative_cot,1,5299,83.4167,48,34,1.4167,2451,0.868428,3.021691
dd_1057,grok-4-1-fast-reasoning,standard_cot_verbose,-1,6804,54.2121,33,20,1.2121,3592,0.744541,2.692311
dd_11786,grok-4-1-fast-reasoning,baseline_io,0,238,10.0,6,3,1.0,196,0.608459,1.098612
dd_11553,grok-4-1-fast-reasoning,narrative_cot,1,3298,50.1613,31,18,1.1613,1690,0.791245,2.736339
dd_11553,grok-4-1-fast-reasoning,standard_cot_verbose,-1,6681,51.125,32,18,1.125,3187,0.73133,2.553237
dd_11553,grok-4-1-fast-reasoning,standard_cot,-1,2373,50.0625,32,17,1.0625,1351,0.821746,2.639341
dd_12219,grok-4-1-fast-reasoning,baseline_io,0,301,13.0,8,4,1.0,215,0.666616,1.386294
dd_11786,grok-4-1-fast-reasoning,standard_cot,-1,2618,42.037,27,14,1.037,1474,0.76745,2.540036
dd_11786,grok-4-1-fast-reasoning,narrative_cot,1,4328,63.0244,41,21,1.0244,2188,0.815554,3.044522
dd_12219,grok-4-1-fast-reasoning,standard_cot,-1,1206,28.1765,17,10,1.1765,704,0.745257,2.302585
dd_11786,grok-4-1-fast-reasoning,standard_cot_verbose,-1,7337,64.15,40,23,1.15,3635,0.774269,2.773852
dd_12896,grok-4-1-fast-reasoning,baseline_io,0,599,18.0909,11,6,1.0909,406,0.692647,1.56071
dd_12219,grok-4-1-fast-reasoning,standard_cot_verbose,-1,6286,36.1818,22,13,1.1818,3132,0.660233,2.098147
dd_12936,grok-4-1-fast-reasoning,baseline_io,0,547,16.0,10,5,1.0,385,0.664363,1.609438
dd_12896,grok-4-1-fast-reasoning,standard_cot,-1,2840,46.1034,29,16,1.1034,1590,0.784014,2.772589
dd_12896,grok-4-1-fast-reasoning,standard_cot_verbose,-1,4247,51.0303,33,17,1.0303,2151,0.768084,2.833213
dd_12896,grok-4-1-fast-reasoning,narrative_cot,1,4374,89.1429,56,32,1.1429,2112,0.899316,3.189454
dd_13874,grok-4-1-fast-reasoning,baseline_io,0,386,14.25,8,5,1.25,282,0.66947,0.950271
dd_12219,grok-4-1-fast-reasoning,narrative_cot,1,5350,58.1667,36,21,1.1667,2436,0.780656,2.75555
dd_12936,grok-4-1-fast-reasoning,standard_cot,-1,1961,38.0833,24,13,1.0833,1126,0.772639,2.351673
dd_12936,grok-4-1-fast-reasoning,narrative_cot,1,4755,72.2273,44,27,1.2273,2235,0.843124,3.244493
dd_12936,grok-4-1-fast-reasoning,standard_cot_verbose,-1,7018,48.1333,30,17,1.1333,3527,0.714102,2.751667
dd_13874,grok-4-1-fast-reasoning,narrative_cot,1,3714,56.1429,35,20,1.1429,1859,0.806318,2.995732
dd_14224,grok-4-1-fast-reasoning,baseline_io,0,1398,34.3,20,13,1.3,857,0.784644,1.95126
dd_13874,grok-4-1-fast-reasoning,standard_cot_verbose,-1,7371,38.2174,23,14,1.2174,3426,0.660956,2.205598
dd_13874,grok-4-1-fast-reasoning,standard_cot,-1,3696,55.0,36,18,1.0,1933,0.797947,2.890372
dd_14325,grok-4-1-fast-reasoning,baseline_io,0,937,27.0588,17,9,1.0588,584,0.758788,2.197225
dd_14224,grok-4-1-fast-reasoning,narrative_cot,1,4415,70.45,40,29,1.45,2153,0.847704,3.205843
dd_14224,grok-4-1-fast-reasoning,standard_cot,-1,3738,59.1351,37,21,1.1351,1875,0.817914,2.84648
dd_14224,grok-4-1-fast-reasoning,standard_cot_verbose,-1,7291,42.28,25,16,1.28,3604,0.684838,2.306669
dd_14325,grok-4-1-fast-reasoning,standard_cot,-1,3427,58.1667,36,21,1.1667,1763,0.823364,2.623522
dd_14557,grok-4-1-fast-reasoning,baseline_io,0,713,27.25,16,10,1.25,466,0.796104,1.695743
dd_14325,grok-4-1-fast-reasoning,narrative_cot,1,4242,88.2222,54,33,1.2222,2066,0.901912,3.254751
dd_14557,grok-4-1-fast-reasoning,standard_cot,-1,3133,61.0769,39,21,1.0769,1721,0.842219,2.780466
dd_14707,grok-4-1-fast-reasoning,baseline_io,0,254,17.5556,9,7,1.5556,195,0.790799,1.153742
dd_14557,grok-4-1-fast-reasoning,narrative_cot,1,5374,71.1111,45,25,1.1111,2448,0.825045,2.997069
dd_14557,grok-4-1-fast-reasoning,standard_cot_verbose,-1,7136,47.0667,30,16,1.0667,3465,0.706319,2.772589
dd_14707,grok-4-1-fast-reasoning,narrative_cot,1,3631,48.0323,31,16,1.0323,1756,0.768395,2.685945
dd_14707,grok-4-1-fast-reasoning,standard_cot,-1,2041,31.0,20,10,1.0,1025,0.71407,2.302585
dd_14818,grok-4-1-fast-reasoning,baseline_io,0,592,34.0,22,11,1.0,390,0.880224,2.397895
dd_14325,grok-4-1-fast-reasoning,standard_cot_verbose,-1,7712,51.3333,30,20,1.3333,3461,0.723802,1.96809
dd_14707,grok-4-1-fast-reasoning,standard_cot_verbose,-1,7111,53.1515,33,19,1.1515,3234,0.735336,2.625048
dd_14818,grok-4-1-fast-reasoning,standard_cot,-1,2298,40.25,24,15,1.25,1308,0.774068,2.395908
dd_14818,grok-4-1-fast-reasoning,narrative_cot,1,4901,79.1837,49,29,1.1837,2323,0.860642,3.319493
dd_14845,grok-4-1-fast-reasoning,baseline_io,0,881,34.3,20,13,1.3,550,0.838015,2.057898
dd_14818,grok-4-1-fast-reasoning,standard_cot_verbose,-1,7027,59.2222,36,22,1.2222,3445,0.761647,2.752192
dd_15538,grok-4-1-fast-reasoning,baseline_io,0,695,30.4118,17,12,1.4118,449,0.833465,2.210254
dd_14845,grok-4-1-fast-reasoning,narrative_cot,1,4814,59.0526,38,20,1.0526,2170,0.791095,2.926418
dd_14845,grok-4-1-fast-reasoning,standard_cot,-1,3346,81.4783,46,34,1.4783,1724,0.912477,2.467963
dd_15585,grok-4-1-fast-reasoning,baseline_io,0,305,11.3333,6,4,1.3333,238,0.621175,0.562335
dd_15538,grok-4-1-fast-reasoning,narrative_cot,1,2293,56.2353,34,21,1.2353,1198,0.858923,2.84648
dd_15538,grok-4-1-fast-reasoning,standard_cot,-1,4519,51.4483,29,21,1.4483,2242,0.771392,2.623522
dd_15538,grok-4-1-fast-reasoning,standard_cot_verbose,-1,7630,37.2727,22,14,1.2727,3597,0.653642,1.970181
dd_14845,grok-4-1-fast-reasoning,standard_cot_verbose,-1,7028,54.1176,34,19,1.1176,3318,0.739583,2.798513
dd_16120,grok-4-1-fast-reasoning,baseline_io,0,550,16.0,10,5,1.0,372,0.663788,1.609438
dd_15585,grok-4-1-fast-reasoning,standard_cot_verbose,-1,6750,43.2308,26,16,1.2308,3175,0.695105,2.512659
dd_16120,grok-4-1-fast-reasoning,standard_cot,-1,1898,29.1111,18,10,1.1111,1086,0.70768,1.973001
dd_15585,grok-4-1-fast-reasoning,narrative_cot,1,4502,58.0,38,19,1.0,2207,0.791595,2.944439
dd_16120,grok-4-1-fast-reasoning,narrative_cot,1,4533,50.1613,31,18,1.1613,2123,0.761361,2.630253
dd_16120,grok-4-1-fast-reasoning,standard_cot_verbose,-1,7403,48.2414,29,18,1.2414,3521,0.712211,2.447151
dd_1656,grok-4-1-fast-reasoning,baseline_io,0,301,14.25,8,5,1.25,222,0.698544,1.05492
dd_17165,grok-4-1-fast-reasoning,baseline_io,0,227,7.0,4,2,1.0,174,0.49878,0.693147
dd_1656,grok-4-1-fast-reasoning,standard_cot,-1,2851,34.0,22,11,1.0,1539,0.706455,2.397895
dd_1656,grok-4-1-fast-reasoning,standard_cot_verbose,-1,7267,45.1429,28,16,1.1429,3565,0.697373,2.772589
dd_1656,grok-4-1-fast-reasoning,narrative_cot,1,4806,54.2121,33,20,1.2121,2287,0.775067,2.926418
dd_17165,grok-4-1-fast-reasoning,narrative_cot,1,4941,66.25,40,25,1.25,2364,0.819663,2.997069
dd_17165,grok-4-1-fast-reasoning,standard_cot_verbose,-1,3934,35.0909,22,12,1.0909,1870,0.688653,2.253858
dd_17165,grok-4-1-fast-reasoning,standard_cot,-1,3080,59.4118,34,24,1.4118,1580,0.843298,2.339936
dd_17455,grok-4-1-fast-reasoning,baseline_io,0,254,10.0,6,3,1.0,197,0.601344,1.098612
dd_15585,grok-4-1-fast-reasoning,standard_cot,-1,1806,39.04,25,13,1.04,1038,0.786348,2.458311
dd_17792,grok-4-1-fast-reasoning,baseline_io,0,156,13.4286,7,5,1.4286,147,0.765628,0.500402
dd_17455,grok-4-1-fast-reasoning,standard_cot,-1,2265,39.04,25,13,1.04,1222,0.763309,2.564949
dd_17455,grok-4-1-fast-reasoning,narrative_cot,1,4560,57.027,37,19,1.027,2116,0.78731,2.871476
dd_17455,grok-4-1-fast-reasoning,standard_cot_verbose,-1,7215,42.037,27,14,1.037,3557,0.679898,2.540036
dd_18656,grok-4-1-fast-reasoning,baseline_io,0,414,14.25,8,5,1.25,273,0.661712,0.950271
dd_17792,grok-4-1-fast-reasoning,standard_cot_verbose,-1,7001,41.0769,26,14,1.0769,3407,0.678103,2.540036
dd_17792,grok-4-1-fast-reasoning,narrative_cot,1,2738,58.0811,37,20,1.0811,1389,0.844196,2.83094
dd_17792,grok-4-1-fast-reasoning,standard_cot,-1,2747,59.0526,38,20,1.0526,1515,0.847127,2.995732
dd_18656,grok-4-1-fast-reasoning,standard_cot,-1,1873,37.2727,22,14,1.2727,1013,0.775435,2.069202
dd_18935,grok-4-1-fast-reasoning,baseline_io,0,154,12.1429,7,4,1.1429,127,0.731423,1.039721
dd_18656,grok-4-1-fast-reasoning,standard_cot_verbose,-1,7794,41.2,25,15,1.2,3542,0.672975,2.303488
dd_18656,grok-4-1-fast-reasoning,narrative_cot,1,3929,43.0,28,14,1.0,1841,0.734057,2.639057
dd_18935,grok-4-1-fast-reasoning,standard_cot,-1,654,15.1111,9,5,1.1111,417,0.631392,1.332179
dd_19532,grok-4-1-fast-reasoning,baseline_io,0,433,14.25,8,5,1.25,311,0.656834,1.609438
dd_18935,grok-4-1-fast-reasoning,narrative_cot,1,2001,58.3529,34,23,1.3529,1106,0.885752,2.351937
dd_18935,grok-4-1-fast-reasoning,standard_cot_verbose,-1,5218,34.3,20,13,1.3,2613,0.663965,1.778233
dd_19532,grok-4-1-fast-reasoning,standard_cot,-1,2723,30.0526,19,10,1.0526,1483,0.681887,2.302585
dd_19968,grok-4-1-fast-reasoning,baseline_io,0,325,15.1111,9,5,1.1111,246,0.70752,1.609438
dd_19532,grok-4-1-fast-reasoning,standard_cot_verbose,-1,7474,34.0,22,11,1.0,3655,0.630138,2.397895
dd_20184,grok-4-1-fast-reasoning,baseline_io,0,570,16.0,10,5,1.0,396,0.66006,1.609438
dd_19968,grok-4-1-fast-reasoning,narrative_cot,1,3484,55.375,32,22,1.375,1787,0.813122,2.665394
dd_19968,grok-4-1-fast-reasoning,standard_cot,-1,2948,58.2571,35,22,1.2571,1590,0.84101,2.586935
dd_19968,grok-4-1-fast-reasoning,standard_cot_verbose,-1,6536,53.4667,30,22,1.4667,3365,0.747787,2.047559
dd_19532,grok-4-1-fast-reasoning,narrative_cot,1,4564,88.2222,54,33,1.2222,2165,0.894082,3.186589
dd_20184,grok-4-1-fast-reasoning,narrative_cot,1,3666,62.2973,37,24,1.2973,1836,0.835428,3.062529
dd_20431,grok-4-1-fast-reasoning,baseline_io,0,144,13.0,8,4,1.0,137,0.764892,1.386294
dd_20184,grok-4-1-fast-reasoning,standard_cot,-1,2353,35.2381,21,13,1.2381,1247,0.738047,2.351673
dd_20184,grok-4-1-fast-reasoning,standard_cot_verbose,-1,7302,41.2,25,15,1.2,3468,0.677907,2.615631
dd_20431,grok-4-1-fast-reasoning,standard_cot,-1,1667,30.2222,18,11,1.2222,998,0.731779,2.145842
dd_20431,grok-4-1-fast-reasoning,standard_cot_verbose,-1,5520,34.0,22,11,1.0,2740,0.652298,2.397895
dd_20446,grok-4-1-fast-reasoning,baseline_io,0,837,24.2857,14,9,1.2857,537,0.74441,1.889159
dd_2068,grok-4-1-fast-reasoning,baseline_io,0,397,24.0667,15,8,1.0667,283,0.830177,1.906155
dd_20446,grok-4-1-fast-reasoning,standard_cot,-1,2277,50.0625,32,17,1.0625,1227,0.826133,2.67012
dd_20446,grok-4-1-fast-reasoning,narrative_cot,1,4368,67.0698,43,23,1.0698,2126,0.83059,3.075221
dd_20446,grok-4-1-fast-reasoning,standard_cot_verbose,-1,6849,49.0968,31,17,1.0968,3311,0.719668,2.588573
dd_20431,grok-4-1-fast-reasoning,narrative_cot,1,4418,62.2973,37,24,1.2973,2102,0.816861,3.062529
dd_2068,grok-4-1-fast-reasoning,narrative_cot,1,4986,77.234,47,29,1.234,2316,0.85411,2.9942
dd_2068,grok-4-1-fast-reasoning,standard_cot_verbose,-1,4784,33.2,20,12,1.2,2479,0.662022,1.907284
dd_20717,grok-4-1-fast-reasoning,baseline_io,0,907,33.3684,19,13,1.3684,576,0.827278,2.204785
dd_2068,grok-4-1-fast-reasoning,standard_cot,-1,2714,65.2,40,24,1.2,1513,0.876798,2.647665
dd_21165,grok-4-1-fast-reasoning,baseline_io,0,266,15.1111,9,5,1.1111,195,0.732802,1.609438
dd_20717,grok-4-1-fast-reasoning,narrative_cot,1,3901,79.0588,51,27,1.0588,1830,0.880788,3.295837
dd_20717,grok-4-1-fast-reasoning,standard_cot_verbose,-1,5184,53.25,32,20,1.25,2467,0.764717,2.926418
dd_21165,grok-4-1-fast-reasoning,standard_cot,-1,1856,35.0909,22,12,1.0909,1056,0.757361,2.210254
dd_20717,grok-4-1-fast-reasoning,standard_cot,-1,3777,52.4,30,21,1.4,1984,0.792166,2.152688
dd_21165,grok-4-1-fast-reasoning,standard_cot_verbose,-1,7525,31.0,20,10,1.0,3507,0.609718,2.302585
dd_2288,grok-4-1-fast-reasoning,baseline_io,0,291,14.25,8,5,1.25,220,0.702688,1.05492
