model,scaffold,arm,item_id,sample_idx,gold_verdict,n_votes,consensus,source,verdict,noncommittal,at_fault,not_at_fault,output_len,post_sha256,recognized,mem_score,n_sections,complied,finish_reason,truncated,protocol,agent_scaffold,stake_nudge,stake_intervention,r3r4_reasoning_effort,r3r4_thinking_budget,n_agents,moderator_model,synthesis_verdict,synthesis_len,verdict_revised,r3_labels,n_r3_accept,n_r3_accept_with_mod,n_r3_reject,n_r3_unparsed,n_objectors,n_objections_stated,n_modifications_addressed,addressed_roles,addressed_parsed,n_revised,n_accept,n_reject,n_vote_unparsed,unanimous_accept,rejecting_roles,vote_writer_advocate,vote_counterparty,vote_neutral_adjudicator,mean_agent_sections,n_calls,prompt_tokens,completion_tokens,empty_calls,transcript_truncated_calls,seat_models,seat_role_ids,r0_verdicts,r2_verdicts
multivendor,deliberation_ncot,as_asker,QuU2rWjAd8jZuNFbCAyA7j8lHJ7txjad,0,NTA,1188,0.9268,scruples,NTA,0,0,1,903,2212c04a97606dc71cf76ff6ab7d22f8e55f65bad1f8d7d61dbae45fd82e24ad,,,5,1,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,ESH,731,1,ACCEPT|ACCEPT_WITH_MODIFICATION|REJECT,1,1,1,0,2,2,2,reader_1_noedge|reader_2_noedge|reader_3_noedge,1,2,2,1,0,0,reader_1_noedge,,,,5.0,17,33944,14555,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,ESH|ESH|NTA,ESH|ESH|NTA
multivendor,deliberation_ncot,as_asker,T3iOF0OvLFg3VIN5o8iKzLJ2zn8G4iqy,0,NTA,50,0.94,scruples,NTA,0,0,1,1033,f7af835f01eaa5f1af5b84d8523b8da90df6eb5d4d21aa4a590f59a247496e0e,,,1,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NTA,836,0,ACCEPT_WITH_MODIFICATION|ACCEPT_WITH_MODIFICATION|ACCEPT,1,2,0,0,2,2,2,reader_1_noedge|reader_2_noedge|reader_3_noedge,1,2,3,0,0,1,,,,,3.667,17,27205,12025,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,NTA|NTA|NTA,NTA|NTA|NTA
multivendor,deliberation_ncot,as_asker,TeOGhm3nAgkBapn4rHbN3zlPQWrK2no5,0,NTA,84,0.9405,scruples,ESH,0,1,0,1048,a9f012f9c17c86500b7881733fc46db357c461d15726ef3766873245197bb31a,,,1,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,ESH,819,0,ACCEPT_WITH_MODIFICATION|ACCEPT|REJECT,1,1,1,0,2,2,2,reader_1_noedge|reader_2_noedge|reader_3_noedge,1,2,3,0,0,1,,,,,3.667,17,39858,13016,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,ESH|ESH|NTA,ESH|ESH|NTA
multivendor,deliberation_ncot,as_asker,TinxT0XlosltoXWpX1pYgj5WBBZ9yTLi,0,NTA,286,0.9336,scruples,NTA,0,0,1,707,abecab89c3fd840ea1bbe12078e9058304df03cdd6b0d9f32ee63473240e1beb,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NTA,653,0,ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT,2,1,0,0,1,1,1,reader_1_noedge|reader_2_noedge|reader_3_noedge,1,1,3,0,0,1,,,,,3.333,17,26081,10583,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,NTA|NTA|NTA,NTA|NTA|NTA
multivendor,deliberation_ncot,as_asker,TiACL94LlkmAXVqo46WHvQzEMtuauh9N,0,NTA,83,0.9639,scruples,NTA,0,0,1,921,9b922baf97a674b1fa8daa3df2562c5b9c11f1e9d4866fdfa6e833bee37384d2,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NTA,723,0,ACCEPT_WITH_MODIFICATION|ACCEPT_WITH_MODIFICATION|ACCEPT,1,2,0,0,2,2,2,reader_1_noedge|reader_2_noedge|reader_3_noedge,1,2,3,0,0,1,,,,,3.333,17,25380,11985,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,ESH|NTA|NTA,ESH|NTA|NTA
multivendor,deliberation_ncot,as_asker,Tlb9uqvTlgVj51I6nH4aBQs26TDWJ0ao,0,NTA,55,0.9636,scruples,NTA,0,0,1,877,3419e46c066abd46b8440a0c75c2bd8d7f50d1bf2e37e4c8dfd3268d3b196eb5,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NTA,848,0,REJECT|ACCEPT_WITH_MODIFICATION|ACCEPT,1,1,1,0,2,2,1,reader_2_noedge|reader_3_noedge,1,2,3,0,0,1,,,,,3.333,17,35094,9516,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,ESH|NTA|NTA,YTA|NTA|NTA
multivendor,deliberation_ncot,as_asker,UM4TamZerVZiMIxv4UTrgU55nvkrmnPv,0,NTA,580,0.9293,scruples,NTA,0,0,1,863,876f411e48f9e87a0c3a630e59236cddc384789ba08c07e74bfab4e21ad57892,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NTA,699,0,ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT,2,1,0,0,1,1,1,reader_1_noedge|reader_2_noedge|reader_3_noedge,1,1,3,0,0,1,,,,,3.333,17,23428,9361,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,NTA|NTA|NTA,NTA|NTA|NTA
multivendor,deliberation_ncot,as_asker,U0wYj4fnFeaQMqDe8IZsI1xNXmit2qKv,0,NTA,82,0.939,scruples,ESH,0,1,0,840,5dd4afc7b87142a225294f80df66b9273be6c47a1f786144fdbd8907de14151b,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,ESH,809,0,ACCEPT_WITH_MODIFICATION|ACCEPT_WITH_MODIFICATION|ACCEPT,1,2,0,0,2,2,2,reader_1_noedge|reader_2_noedge|reader_3_noedge,1,2,3,0,0,1,,,,,3.333,17,26202,10012,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,ESH|NTA|ESH,ESH|NTA|ESH
multivendor,deliberation_ncot,as_asker,Wftd5jEBIy5jDDjOcVnNFK7MQyHRCNTz,0,NTA,84,0.9881,scruples,NTA,0,0,1,695,0b320754873d2399d48b85eb34afe57133a677c428957c30e5e3d66c7a0601da,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NTA,784,0,ACCEPT_WITH_MODIFICATION|ACCEPT|ACCEPT,2,1,0,0,1,1,1,reader_1_noedge,1,1,3,0,0,1,,,,,3.333,17,31748,10298,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,NTA|NTA|NTA,ESH|NTA|NTA
multivendor,deliberation_ncot,as_asker,Y8il6gUp6fQcJSNiQwrcQA7ZCl1xjR0G,0,NTA,114,0.9123,scruples,NTA,0,0,1,1058,05de4a350cb57b86a3e5c57e20c3c49656f3854d4bc8153cbfb351b3621cae33,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NTA,708,0,ACCEPT_WITH_MODIFICATION|ACCEPT|ACCEPT,2,1,0,0,1,1,1,reader_1_noedge,1,1,3,0,0,1,,,,,3.333,17,25179,9448,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,NTA|NTA|NTA,NTA|NTA|NTA
multivendor,deliberation_ncot,as_asker,YMicMHSldrzqixwOwjI3pTbydeVFlLpJ,0,NTA,108,0.9444,scruples,NTA,0,0,1,685,ec8fc44c42f7bcc3112773055e9a13e335b6c01f6bdcf74ae9982a6fdb317a9d,,,5,1,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NTA,808,0,ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT,2,1,0,0,1,1,1,reader_2_noedge,1,1,3,0,0,1,,,,,5.0,17,28754,11168,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,ESH|NTA|NTA,ESH|NTA|NTA
multivendor,deliberation_ncot,as_asker,YbHVvGZnBgfaMW2f0BGiIRu0iAiUuLvl,0,NTA,104,0.9327,scruples,NTA,0,0,1,798,2c1c0d18eb67e40e53b5d0217046c049cf0787a69bff07bc337f9d5cb89db85c,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NTA,697,0,ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT,2,1,0,0,1,1,1,reader_2_noedge,1,1,3,0,0,1,,,,,3.333,17,29112,10121,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,ESH|NTA|NTA,ESH|NTA|NTA
multivendor,deliberation_ncot,as_asker,Yj6PbTyNrQ1KY3n7oHspdqbwlJOT004w,0,NTA,1100,0.9564,scruples,NTA,0,0,1,773,d309d098dcbf85f55ba77d96cd598570b7d02674c155d1b3241ae67b254089ed,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NTA,819,0,ACCEPT_WITH_MODIFICATION|ACCEPT_WITH_MODIFICATION|ACCEPT,1,2,0,0,2,2,1,reader_2_noedge|reader_3_noedge,1,1,2,1,0,0,reader_1_noedge,,,,3.333,17,31780,10758,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,NTA|NTA|NTA,NTA|NTA|NTA
multivendor,deliberation_ncot,as_asker,ZD6ffP3C6aznQ7Z9TEUeFQs9vUKtGzSu,0,NTA,106,0.934,scruples,NTA,0,0,1,951,130854fa617a25205d7ecab10782c3f7366f29b5ac78fe5883937a894744b36c,,,5,1,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NTA,749,0,ACCEPT_WITH_MODIFICATION|ACCEPT_WITH_MODIFICATION|ACCEPT,1,2,0,0,2,2,2,reader_1_noedge|reader_2_noedge|reader_3_noedge,1,2,3,0,0,1,,,,,5.0,17,28040,12384,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,ESH|NTA|NTA,ESH|NTA|NTA
multivendor,deliberation_ncot,as_asker,Zga8U04bVxvrhMjt1dfe8Wmlk9AlOMtH,0,NTA,51,0.9412,scruples,NTA,0,0,1,753,763f02b00d9c0e5f1a4dfc58bac61d27462c1f9fd15b6260062fdff4afdb7a21,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NTA,956,0,ACCEPT_WITH_MODIFICATION|ACCEPT|ACCEPT,2,1,0,0,1,1,1,reader_1_noedge,1,1,3,0,0,1,,,,,3.333,17,29350,8655,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,NTA|NTA|NTA,NTA|NTA|NTA
multivendor,deliberation_ncot,as_asker,a40UqqVmiA9y9zvfdQbVC6czGY9tVb63,0,NTA,278,0.9568,scruples,ESH,0,1,0,1078,bbd43ce3143bfed1caea6e529ef4e556ce5fa4b6607889279e3bd0bb1101aa9b,,,5,1,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,ESH,1005,0,ACCEPT_WITH_MODIFICATION|ACCEPT_WITH_MODIFICATION|ACCEPT,1,2,0,0,2,2,2,reader_1_noedge|reader_2_noedge|reader_3_noedge,1,2,3,0,0,1,,,,,5.0,17,32546,12267,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,ESH|ESH|ESH,ESH|ESH|ESH
multivendor,deliberation_ncot,as_asker,aNUwLhzbjdDfvJ1tcYcXeuaGjBxpjjPv,0,NTA,238,0.9496,scruples,NTA,0,0,1,907,6c281e4de87024a30450d20852b8748736e60ffc2a74b51829f4898389b8c1b0,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NTA,840,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,,1,0,3,0,0,1,,,,,3.333,17,24556,9434,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,ESH|NTA|NTA,NTA|NTA|NTA
multivendor,deliberation_ncot,as_asker,bPWTZRiR6GF58mNt1LJHuTInuUDuTwcN,0,NTA,76,0.9868,scruples,NTA,0,0,1,986,7341300766219746a5ab28c2f04e8746e9ba2d84a50d186ef10fd0dc323c2928,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NTA,1007,0,ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT,2,1,0,0,1,1,1,reader_1_noedge|reader_2_noedge|reader_3_noedge,1,1,2,1,0,0,reader_1_noedge,,,,3.333,17,30462,11654,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,NTA|NTA|NTA,NTA|NTA|NTA
multivendor,deliberation_ncot,as_asker,ccQH1Y0AVqa6hLY9VQLAXD3QzjUzMr8u,0,NTA,712,0.9185,scruples,ESH,0,1,0,1116,7fc2ee736b5c71a66d1653d562f688ad80606ece48ef4b654b1faf4a62a4e63e,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,ESH,770,0,REJECT|ACCEPT_WITH_MODIFICATION|ACCEPT,1,1,1,0,2,2,2,reader_1_noedge|reader_2_noedge,1,1,2,1,0,0,reader_1_noedge,,,,3.333,17,32926,10621,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,ESH|ESH|ESH,NTA|ESH|ESH
multivendor,deliberation_ncot,as_asker,dEGTAsxz3FmiVgtrnaVUtWRkTbPz23IG,0,NTA,317,0.9716,scruples,NTA,0,0,1,901,c41b97d0e67105de60ba3f9be1b8686dff6548be790c43e7d41696e88a0d7572,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NTA,802,0,ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT,2,1,0,0,1,1,1,reader_1_noedge|reader_2_noedge|reader_3_noedge,1,1,3,0,0,1,,,,,3.333,17,21052,8252,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,NTA|NTA|NTA,NTA|NTA|NTA
multivendor,deliberation_ncot,as_asker,ebsiYT9f1d9H0ji2fv6coVAAs0GjJDv6,0,NTA,76,0.9342,scruples,NTA,0,0,1,856,1a6c22f7a3a9360f7d72bd9ed9e139a9ce30200f04f5aa1e1e1c5849d5b57ea7,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NTA,661,0,ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT,2,1,0,0,1,1,1,reader_2_noedge,1,1,3,0,0,1,,,,,3.333,17,25001,9178,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,NTA|NTA|NTA,NTA|NTA|NTA
multivendor,deliberation_ncot,as_asker,euhWnaP3bdvbrU1SdZSYDBVhuc21lVu7,0,NTA,71,0.9859,scruples,NTA,0,0,1,944,66cd37d4291ba67f50d65dce33fc87463f324454553add7bdb8b6db25ab233ad,,,5,1,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NTA,648,0,ACCEPT_WITH_MODIFICATION|ACCEPT_WITH_MODIFICATION|ACCEPT,1,2,0,0,2,2,2,reader_1_noedge|reader_2_noedge|reader_3_noedge,1,2,3,0,0,1,,,,,5.0,17,23196,10652,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,NTA|NTA|NTA,NTA|NTA|NTA
multivendor,deliberation_ncot,as_asker,gKd8h6gONXtK8hrWrIc5r99FBSOIZ0Hv,0,NTA,53,0.9434,scruples,NTA,0,0,1,839,9772e0890bff38c68b5516646eb04264ae7d29aa6dcda8b2e8024b571e1ced2c,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NTA,804,0,ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT,2,1,0,0,1,1,1,reader_1_noedge|reader_2_noedge|reader_3_noedge,1,1,3,0,0,1,,,,,3.333,17,27896,10917,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,NTA|NTA|NTA,NTA|NTA|NTA
multivendor,deliberation_ncot,as_asker,fSyQybOHIforRlw3J2YpS4s7Kk2U9ptm,0,NTA,191,0.9476,scruples,ESH,0,1,0,841,ae35f040c56cf4af735ea4aab99a6e10de226eb51ee2bd65ddbb32686c213f2a,,,5,1,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,ESH,832,0,ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT,2,1,0,0,1,1,1,reader_2_noedge,1,1,3,0,0,1,,,,,5.0,17,28950,11813,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,ESH|ESH|ESH,ESH|ESH|ESH
multivendor,deliberation_ncot,as_asker,gCNsV4YruAuIbsQnkvyObtEOSkDxN4P7,0,NTA,816,0.9522,scruples,NTA,0,0,1,1083,b965ac6cf6bf16028a1d6303de2d25763bb9d9901cabc9bdb5b57aea20f6e0d6,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NTA,871,0,REJECT|ACCEPT_WITH_MODIFICATION|ACCEPT,1,1,1,0,2,2,1,reader_2_noedge|reader_3_noedge,1,2,3,0,0,1,,,,,3.333,17,30631,14551,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,ESH|NTA|NTA,ESH|NTA|NTA
multivendor,deliberation_ncot,as_asker,gdDkJWEeQ0bCbf0UiiFouDLeEq9tPDpD,0,NTA,69,0.913,scruples,NTA,0,0,1,843,f2e039f109b8d49a016b699f63a67144020e54164d3e4512238f02b4151ed4fd,,,1,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NTA,1009,0,ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT,2,1,0,0,1,1,1,reader_2_noedge,1,1,3,0,0,1,,,,,3.667,17,24927,10267,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,NTA|NTA|NTA,NTA|NTA|NTA
multivendor,deliberation_ncot,as_asker,h7uJuwnZCu3gatDp5sCEIq2TPOkdynew,0,NTA,212,0.9575,scruples,NTA,0,0,1,923,09f816a1d9793bc40cfe0f824d20010100c33fc8a7f04ca5d0b4ef5ba947e93c,,,5,1,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NTA,850,0,ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT,2,1,0,0,1,1,1,reader_2_noedge,1,1,3,0,0,1,,,,,5.0,17,32254,11583,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,NTA|NTA|NTA,NTA|NTA|NTA
multivendor,deliberation_ncot,as_asker,iUxBAVNqmN6GBtAzuKo4REuunco2QEfw,0,NTA,90,0.9444,scruples,NTA,0,0,1,637,357dcc9a4bc8d72b2a7af6510c77a50b8886deb69f93c12c1df74e472e641595,,,1,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NTA,669,0,ACCEPT|ACCEPT|ACCEPT,3,0,0,0,0,0,0,reader_2_noedge,1,0,3,0,0,1,,,,,3.667,17,28362,11689,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,ESH|NTA|NTA,ESH|NTA|NTA
multivendor,deliberation_ncot,as_asker,i1XlDXXnnuPghvrGD4uz4rAWI9lYr0nv,0,NTA,69,0.942,scruples,NAH,0,0,1,1035,6d17a3042cf1cba8ccaa72585a5db40e97d8980ee3c778bfd76280ca3c24fe2e,,,5,1,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NAH,640,0,ACCEPT_WITH_MODIFICATION|ACCEPT_WITH_MODIFICATION|ACCEPT,1,2,0,0,2,2,2,reader_1_noedge|reader_2_noedge,1,2,3,0,0,1,,,,,5.0,17,28239,13071,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,NAH|NTA|NTA,NAH|NTA|NTA
multivendor,deliberation_ncot,as_asker,jBofQMR2pnSCNkwB4wZ5LXDktkgXi3XU,0,NTA,92,0.9348,scruples,NTA,0,0,1,849,af32ca9aa65bf9a48b394f3f8c09fc1d8c09ba97a638508cc5937f49e2020f2b,,,5,1,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NTA,833,0,ACCEPT_WITH_MODIFICATION|ACCEPT_WITH_MODIFICATION|ACCEPT,1,2,0,0,2,2,1,reader_2_noedge|reader_3_noedge,1,1,2,1,0,0,reader_1_noedge,,,,5.0,17,37015,13755,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,YTA|NTA|NTA,YTA|NTA|NTA
multivendor,deliberation_ncot,as_asker,jE3K9GuNzRq7ysUlhymhIEVLohcQYini,0,NTA,65,0.9692,scruples,NAH,0,0,1,934,c9e1b8cf957db5da62b48e725134641cdb6a4f1ee6dd5b3f868d524134a60c23,,,0,0,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NTA,618,1,ACCEPT_WITH_MODIFICATION|ACCEPT_WITH_MODIFICATION|ACCEPT_WITH_MODIFICATION,0,3,0,0,3,3,3,reader_1_noedge|reader_2_noedge|reader_3_noedge,1,3,3,0,0,1,,,,,3.333,17,27387,11887,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,NTA|NTA|NAH,NTA|NTA|NAH
multivendor,deliberation_ncot,as_asker,jYUFt4BquuVDdQLvloAwXgBjRw2MHaFW,0,NTA,429,0.9324,scruples,NTA,0,0,1,889,771488f6d4b313545184d9d9c36f59e2f470cd02191e9ca24af1e62c078885b6,,,5,1,stop,0,r0_statement|r1_rebuttal|r2_restate|moderator_synthesis|r3_three_way_label|moderator_integration|r4_binary_vote,narrative_cot,0,none,,0,3,grok-4-1-fast-reasoning,NTA,767,0,ACCEPT|ACCEPT_WITH_MODIFICATION|ACCEPT,2,1,0,0,1,1,1,reader_1_noedge|reader_2_noedge|reader_3_noedge,1,1,3,0,0,1,,,,,5.0,17,28297,10963,0,0,claude-haiku-4-5|gpt-5.4-nano|grok-4-1-fast-reasoning,reader_1_noedge|reader_2_noedge|reader_3_noedge,ESH|NTA|NTA,NTA|NTA|NTA
