gen,proxy,n,diff,lo,hi,dz,W,pos,comp
claude-haiku-4-5,h_char5,150,-0.06283107741161918,-0.07642381441044004,-0.048832913279633856,-1.0250626317850882,1200,mid,NoT_vs_CoT
claude-haiku-4-5,hrate_k5,150,-0.0025351717519964136,-0.00714092952734177,0.001796829923236656,-0.1022151564852353,1200,mid,NoT_vs_CoT
claude-haiku-4-5,mattr50,150,-0.01853145818067605,-0.02408209010576221,-0.012902694533967207,-0.5581409800038485,1200,mid,NoT_vs_CoT
claude-haiku-4-5,mean_sent_words,150,-11.63826575865144,-18.390383708166862,-5.12327788641101,-0.30728088500712336,1200,mid,NoT_vs_CoT
claude-haiku-4-5,mean_word_len,150,0.15090189640599017,0.08800121268213353,0.21267254754531537,0.40972156740527166,1200,mid,NoT_vs_CoT
claude-haiku-4-5,comma_per_word,150,0.0027600389489542674,-0.0010853200926039578,0.006557338093846694,0.16690977303469268,1200,mid,NoT_vs_CoT
claude-sonnet-4-6,gzip,149,-0.003349656543205275,-0.006544387465877341,-0.00017412364005742962,-0.23122394344466665,1200,mid,NoT_vs_CoT
claude-sonnet-4-6,lzma,149,-0.01005658311338124,-0.01360520040515112,-0.006576736234490171,-0.625111015941719,1200,mid,NoT_vs_CoT
claude-sonnet-4-6,h_char5,149,-0.0495899915193056,-0.06403173247426854,-0.035396901223491054,-0.7749377903854243,1200,mid,NoT_vs_CoT
claude-sonnet-4-6,hrate_k5,149,-0.018537955748356195,-0.02351022915210515,-0.013768967883588579,-0.7683890947242005,1200,mid,NoT_vs_CoT
claude-sonnet-4-6,mattr50,149,-0.032700361393882306,-0.03869021991292628,-0.02624364103616733,-1.0638351541162954,1200,mid,NoT_vs_CoT
claude-sonnet-4-6,mean_sent_words,149,-42.60131113054575,-50.89658804058812,-34.753204545205094,-0.8587782393076687,1200,mid,NoT_vs_CoT
claude-sonnet-4-6,mean_word_len,149,-0.18189124582208066,-0.24249306845603705,-0.12311477533816405,-0.5130751066014637,1200,mid,NoT_vs_CoT
claude-sonnet-4-6,comma_per_word,149,0.015454507135883809,0.012221298808836626,0.018774246634184987,1.1942802152376075,1200,mid,NoT_vs_CoT
gpt-5.4-nano,gzip,115,-0.008746488404787383,-0.013273537587133035,-0.004195681102165346,-0.4198168956257492,1200,mid,NoT_vs_CoT
gpt-5.4-nano,lzma,115,-0.006333126999865016,-0.011425806456889499,-0.0012194267393262346,-0.28175830793515744,1200,mid,NoT_vs_CoT
gpt-5.4-nano,h_char5,115,-0.055102301460934706,-0.07685836804445517,-0.03429433365120084,-0.6829271351988218,1200,mid,NoT_vs_CoT
gpt-5.4-nano,hrate_k5,115,-0.018113821578624713,-0.023774494292911865,-0.012438094095648023,-0.6016728202829295,1200,mid,NoT_vs_CoT
gpt-5.4-nano,mattr50,115,0.013352399447973435,0.006166784262688773,0.020821210344077308,0.41869789326955825,1200,mid,NoT_vs_CoT
gpt-5.4-nano,mean_sent_words,115,-6.670651618912487,-10.281750541703154,-3.9285281931821308,-0.36753618527893367,1200,mid,NoT_vs_CoT
gpt-5.4-nano,mean_word_len,115,0.29881948444223133,0.2311778730781979,0.36641390607946484,0.7984322624931818,1200,mid,NoT_vs_CoT
gpt-5.4-nano,comma_per_word,115,0.004264988910862682,-0.00028976913629321727,0.008937561756959892,0.2088262731347865,1200,mid,NoT_vs_CoT
grok-4-1-fast-reasoning,gzip,144,-0.035172462582459235,-0.040804456224145844,-0.029370305255301647,-2.0308600442634352,1200,mid,NoT_vs_CoT
grok-4-1-fast-reasoning,lzma,144,-0.03352393885731223,-0.039368999880608345,-0.02782701025463979,-1.8413060525113651,1200,mid,NoT_vs_CoT
grok-4-1-fast-reasoning,h_char5,144,-0.10523533152228673,-0.1307345702889538,-0.07996883568888219,-1.1960399495635512,1200,mid,NoT_vs_CoT
grok-4-1-fast-reasoning,hrate_k5,144,0.00670586004456784,0.0015517460474366541,0.011955202927166484,0.2303573791616217,1200,mid,NoT_vs_CoT
grok-4-1-fast-reasoning,mattr50,144,-0.005844528482851031,-0.012119614240187298,-0.00015485346842709644,-0.20940904292339146,1200,mid,NoT_vs_CoT
grok-4-1-fast-reasoning,mean_sent_words,144,2.402557569916015,1.086042761403082,3.6624341133692075,0.14510775614394192,1200,mid,NoT_vs_CoT
grok-4-1-fast-reasoning,mean_word_len,144,0.4552262054467552,0.38325957618598544,0.5279166730390334,1.565921610933968,1200,mid,NoT_vs_CoT
grok-4-1-fast-reasoning,comma_per_word,144,0.020408369494121642,0.015143372109560849,0.02573786442787255,1.0179684120914105,1200,mid,NoT_vs_CoT
POOLED,gzip,139,-0.015196431679442764,-0.017639457678933337,-0.012737820877051425,-0.8832472338644974,1200,mid,NoT_vs_CoT
POOLED,lzma,139,-0.016413577418632655,-0.018907685662518985,-0.013845827019307146,-0.8991103658259477,1200,mid,NoT_vs_CoT
POOLED,h_char5,139,-0.06818967547853655,-0.07856700945221037,-0.05769058761751471,-0.9278799757832699,1200,mid,NoT_vs_CoT
POOLED,hrate_k5,139,-0.00812027225860237,-0.010664391966339185,-0.00537676961672279,-0.300348982375497,1200,mid,NoT_vs_CoT
POOLED,mattr50,139,-0.010930987152358988,-0.014455231523020569,-0.007260277974746822,-0.35335276900975293,1200,mid,NoT_vs_CoT
POOLED,mean_sent_words,139,-14.626917734548417,-17.86881313947082,-11.730554658935672,-0.47883087202158486,1200,mid,NoT_vs_CoT
POOLED,mean_word_len,139,0.180764085118224,0.1451850986489244,0.2171426349950343,0.5210160194990533,1200,mid,NoT_vs_CoT
POOLED,comma_per_word,139,0.010721976122455599,0.008338114385898357,0.013114865590549786,0.6131371219075915,1200,mid,NoT_vs_CoT
claude-haiku-4-5,gzip,150,-0.011540251324296041,-0.014982106166372721,-0.007787701292236363,-0.6565324317666588,1200,mid,NoT_vs_VERBOSE
claude-haiku-4-5,lzma,150,-0.013631158637376361,-0.0174219579333831,-0.009577075691749398,-0.7483875377887642,1200,mid,NoT_vs_VERBOSE
claude-haiku-4-5,h_char5,150,-0.05615941209451293,-0.071799189585027,-0.039781364192187245,-0.8060181739586865,1200,mid,NoT_vs_VERBOSE
claude-haiku-4-5,hrate_k5,150,-0.003807356747360583,-0.008090274733207918,0.0006056753319749928,-0.15440217826318278,1200,mid,NoT_vs_VERBOSE
claude-haiku-4-5,mattr50,150,-0.01258753955715832,-0.018010008422416398,-0.006812718646298939,-0.40691594224247735,1200,mid,NoT_vs_VERBOSE
claude-haiku-4-5,mean_sent_words,150,-4.045119568796119,-9.29012966543758,1.5673884191863596,-0.13296138716023814,1200,mid,NoT_vs_VERBOSE
claude-haiku-4-5,mean_word_len,150,0.07194503217840104,0.009510866586807295,0.13662504132142794,0.19944823178522794,1200,mid,NoT_vs_VERBOSE
claude-haiku-4-5,comma_per_word,150,0.00375160817231508,-6.876240911324132e-05,0.007822435323699532,0.22364319405382416,1200,mid,NoT_vs_VERBOSE
claude-sonnet-4-6,gzip,150,-0.0043563712110635516,-0.0073483535382198265,-0.0013222105413480388,-0.2776897338635207,1200,mid,NoT_vs_VERBOSE
claude-sonnet-4-6,lzma,150,-0.010883888872527751,-0.014131637429103956,-0.00754327311394507,-0.6671065529080685,1200,mid,NoT_vs_VERBOSE
claude-sonnet-4-6,h_char5,150,-0.053187024550556204,-0.06695880635237593,-0.03959135653856261,-0.8206228745190906,1200,mid,NoT_vs_VERBOSE
claude-sonnet-4-6,hrate_k5,150,-0.015399322407380117,-0.019949079309137526,-0.010773713908091825,-0.5623959953603275,1200,mid,NoT_vs_VERBOSE
claude-sonnet-4-6,mattr50,150,-0.030400393891685334,-0.03690675122919032,-0.02425491855344958,-0.911786914364657,1200,mid,NoT_vs_VERBOSE
claude-sonnet-4-6,mean_sent_words,150,-32.260428551095735,-39.740039945784055,-25.049189110246907,-0.7026213439557992,1200,mid,NoT_vs_VERBOSE
claude-sonnet-4-6,mean_word_len,150,-0.20322477790570248,-0.26524446753901537,-0.13767690426257354,-0.5366144246421256,1200,mid,NoT_vs_VERBOSE
claude-sonnet-4-6,comma_per_word,150,0.015006077951838802,0.011807703507391281,0.0184861799352432,1.0498493949381438,1200,mid,NoT_vs_VERBOSE
gpt-5.4-nano,gzip,113,-0.008076359789069497,-0.012742032261249701,-0.003254811659625712,-0.41093704191394,1200,mid,NoT_vs_VERBOSE
gpt-5.4-nano,lzma,113,-0.006654813173665951,-0.011874163196696317,-0.0013521762723764513,-0.3053851078031223,1200,mid,NoT_vs_VERBOSE
gpt-5.4-nano,h_char5,113,-0.06066846106630816,-0.0831297123880017,-0.03855723007248932,-0.8189546995211199,1200,mid,NoT_vs_VERBOSE
gpt-5.4-nano,hrate_k5,113,-0.018156395837833544,-0.024294266448557738,-0.012194662102918223,-0.5495187194918558,1200,mid,NoT_vs_VERBOSE
gpt-5.4-nano,mattr50,113,0.01457320065554882,0.006792225132981641,0.022381105475423088,0.43636053703539024,1200,mid,NoT_vs_VERBOSE
gpt-5.4-nano,mean_sent_words,113,-7.921478447805882,-10.430882683958341,-5.532887645754027,-0.5281447654464106,1200,mid,NoT_vs_VERBOSE
gpt-5.4-nano,mean_word_len,113,0.31772850279902937,0.24852825115376334,0.3877124060679732,0.8552980176400674,1200,mid,NoT_vs_VERBOSE
gpt-5.4-nano,comma_per_word,113,0.001814288965766768,-0.002264264347521035,0.005602556472985645,0.10458979515653065,1200,mid,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,gzip,137,-0.03107709938958943,-0.036531451965750195,-0.025854691088900286,-1.9090382846267133,1200,mid,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,lzma,137,-0.028151176482996206,-0.03365140149351971,-0.022774182724294365,-1.648924897936221,1200,mid,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,h_char5,137,-0.09814138846555027,-0.12102359827481722,-0.07459067444471998,-1.1778793063293191,1200,mid,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,hrate_k5,137,0.02092624613969846,0.016255901483405704,0.025329902312328796,0.987980868446614,1200,mid,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,mattr50,137,-0.030261216823601486,-0.036623145471690474,-0.024362558901563355,-1.43252980327417,1200,mid,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,mean_sent_words,137,5.348002403325653,3.485914114399951,8.054898546452598,1.494164459540632,1200,mid,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,mean_word_len,137,-0.26050255607999834,-0.3422148785914075,-0.1800400281739347,-0.8327879564898252,1200,mid,NoT_vs_VERBOSE
grok-4-1-fast-reasoning,comma_per_word,137,0.016072703968393862,0.010011225127623452,0.022334338021885412,0.7578807650012321,1200,mid,NoT_vs_VERBOSE
POOLED,gzip,137,-0.013762520428504631,-0.01613998079330596,-0.011404471361341269,-0.7955451045584818,1200,mid,NoT_vs_VERBOSE
POOLED,lzma,137,-0.014830259291641567,-0.01736300099864557,-0.012318245922046844,-0.8082645733027882,1200,mid,NoT_vs_VERBOSE
POOLED,h_char5,137,-0.06703907154423189,-0.07733639818300835,-0.05640597913975926,-0.9186930341975829,1200,mid,NoT_vs_VERBOSE
POOLED,hrate_k5,137,-0.004109207213218945,-0.006613107900300731,-0.0016718587759242402,-0.15468253722821376,1200,mid,NoT_vs_VERBOSE
POOLED,mattr50,137,-0.014668987404224081,-0.01843370053585778,-0.01099676472711894,-0.4939176295883323,1200,mid,NoT_vs_VERBOSE
POOLED,mean_sent_words,137,-9.71975604109302,-12.224750269001415,-7.131268688786336,-0.4096167977347525,1200,mid,NoT_vs_VERBOSE
POOLED,mean_word_len,137,-0.018513449752067604,-0.05501521813104479,0.016146273361643246,-0.05201402611498085,1200,mid,NoT_vs_VERBOSE
POOLED,comma_per_word,137,0.009161169764578628,0.006755034932451626,0.011797170219882382,0.5263326004765277,1200,mid,NoT_vs_VERBOSE
